"","variable","value"
"184","PMD",0.0231445146310479
"185","PMD",0.0228562793901751
"186","PMD",0.0235369365731787
"187","PMD",0.0231772214386992
"188","PMD",0.0224827278094309
"189","PMD",0.022406160689784
"190","PMD",0.0237096731087519
"191","PMD",0.0221834587564203
"192","PMD",0.0236849423320343
"193","PMD",0.0224136743860149
"194","PMD",0.0217845810311031
"195","PMD",0.0221185692229913
"196","PMD",0.0227700862534511
"197","PMD",0.0232043603678788
"198","PMD",0.0233404651224019
"199","PMD",0.0232308217166276
"200","PMD",0.0226076305668483
"201","SSVD",0.0292401095840531
"202","SSVD",0.0323337074730943
"203","SSVD",0.0289404419941596
"204","SSVD",0.0294623951857196
"205","SSVD",0.0284891731300003
"206","SSVD",0.028073121060396
"207","SSVD",0.0303121794914712
"208","SSVD",0.0285789672772462
"209","SSVD",0.0311732540383673
"210","SSVD",0.0287323843543882
"211","SSVD",0.029833489639507
"212","SSVD",0.0293186782631473
"213","SSVD",0.0291288974892124
"214","SSVD",0.0315804770606966
"215","SSVD",0.0271931500066245
"216","SSVD",0.031750995129988
"217","SSVD",0.0301982053332134
"218","SSVD",0.0316673341584714
"219","SSVD",0.0320093208584423
"220","SSVD",0.0281415592237174
"221","SSVD",0.0281720600712327
"222","SSVD",0.0296008840252127
"223","SSVD",0.0272657069086816
"224","SSVD",0.0308149195235267
"225","SSVD",0.0251465353294048
"226","SSVD",0.0285069555550922
"227","SSVD",0.0290358250838264
"228","SSVD",0.0293094085810651
"229","SSVD",0.0295636438698765
"230","SSVD",0.0310240637420901
"231","SSVD",0.0274997047977612
"232","SSVD",0.0291846552794955
"233","SSVD",0.031637082675479
"234","SSVD",0.0282828374494197
"235","SSVD",0.0284860277505794
"236","SSVD",0.0302416709025382
"237","SSVD",0.0299943008500133
"238","SSVD",0.0327764075958992
"239","SSVD",0.0322360937999898
"240","SSVD",0.0302002007343059
"241","SSVD",0.0294070337360452
"242","SSVD",0.0303079439842231
"243","SSVD",0.0279544804378492
"244","SSVD",0.0307500786670238
"245","SSVD",0.0311817683371687
"246","SSVD",0.0273039083479029
"247","SSVD",0.0299596864057808
"248","SSVD",0.0317114363561388
"249","SSVD",0.0295023321780414
"250","SSVD",0.0296025946318067
